0 TSLA 82.7181 516 455
100 TSLA 96.3566 57 318
200 TSLA 116.268 601 464
300 TSLA 121.953 789 463
400 TSLA 120.818 322 243
500 TSLA 116.675 87 977
600 TSLA 124.141 696 58
700 TSLA 116.447 941 132
800 TSLA 122.179 135 478
900 TSLA 122.111 907 762
1000 TSLA 126.754 971 137
1100 TSLA 130.144 477 930
1200 TSLA 138.03 344 900
1300 TSLA 144.096 66 24
1400 TSLA 148.335 422 987
1500 TSLA 139.933 236 7
1600 TSLA 149.195 583 325
1700 TSLA 146.347 935 698
1800 TSLA 141.125 784 841
1900 TSLA 153.184 818 358
2000 TSLA 161.583 394 550
2100 TSLA 158.308 561 177
2200 TSLA 159.016 967 176
2300 TSLA 167.895 477 556
2400 TSLA 161.788 710 739
2500 TSLA 159.709 140 580
2600 TSLA 159.909 42 44
2700 TSLA 154.854 99 926
2800 TSLA 155.812 117 469
2900 TSLA 148.595 921 51
3000 TSLA 149.42 920 222
3100 TSLA 151.296 785 53
3200 TSLA 156.704 435 512
3300 TSLA 155.318 822 320
3400 TSLA 161.909 257 186
3500 TSLA 167.384 731 227
3600 TSLA 172.107 318 637
3700 TSLA 181.747 488 382
3800 TSLA 179.431 307 446
3900 TSLA 180.007 50 580
4000 TSLA 183.004 791 793
4100 TSLA 180.629 919 309
4200 TSLA 184.231 666 470
4300 TSLA 187.89 603 728
4400 TSLA 197.141 390 555
4500 TSLA 201.015 563 530
4600 TSLA 198.46 238 464
4700 TSLA 204.978 362 192
4800 TSLA 201.876 487 507
4900 TSLA 196.933 267 884
5000 TSLA 193.133 706 301
5100 TSLA 194.987 605 104
5200 TSLA 191.911 668 94
5300 TSLA 191.543 137 131
5400 TSLA 193.972 21 883
5500 TSLA 194.66 578 528
5600 TSLA 194.16 311 599
5700 TSLA 198.11 358 519
5800 TSLA 196.028 915 111
5900 TSLA 213.883 846 439
6000 TSLA 212.196 226 320
6100 TSLA 222.524 928 480
6200 TSLA 219.384 148 431
6300 TSLA 220.364 933 715
6400 TSLA 217.323 35 729
6500 TSLA 218.918 291 718
6600 TSLA 219.474 766 452
6700 TSLA 230.709 624 428
6800 TSLA 232.783 187 310
6900 TSLA 239.071 373 104
7000 TSLA 238.585 772 141
7100 TSLA 245.796 702 40
7200 TSLA 239.554 588 812
7300 TSLA 232.671 263 295
7400 TSLA 226.806 460 932
7500 TSLA 230.371 417 970
7600 TSLA 226.744 775 223
7700 TSLA 230.208 596 221
7800 TSLA 223.544 372 32
7900 TSLA 227.998 801 757
8000 TSLA 233.31 444 793
8100 TSLA 237.494 797 725
8200 TSLA 241.448 137 407
8300 TSLA 251.78 637 644
8400 TSLA 253.15 248 816
8500 TSLA 255.349 659 579
8600 TSLA 251.79 159 7
8700 TSLA 261.146 162 578
8800 TSLA 255.828 150 705
8900 TSLA 254.75 759 400
9000 TSLA 261.812 19 980
9100 TSLA 269.842 328 118
9200 TSLA 272.53 459 672
9300 TSLA 268.989 225 56
9400 TSLA 279.143 629 814
9500 TSLA 269.459 957 375
9600 TSLA 271.449 140 947
9700 TSLA 272.902 999 914
9800 TSLA 268.34 99 403
9900 TSLA 269.4 117 469
10000 TSLA 267.112 541 343
10100 TSLA 266.232 762 596
10200 TSLA 262.838 844 167
10300 TSLA 269.296 954 547
10400 TSLA 267.454 472 514
10500 TSLA 271.435 3 357
10600 TSLA 282.193 689 748
10700 TSLA 281.304 748 13
10800 TSLA 291.561 45 237
10900 TSLA 288.631 709 515
11000 TSLA 291.405 951 497
11100 TSLA 292.291 314 875
11200 TSLA 295.132 299 6
11300 TSLA 291.753 538 921
11400 TSLA 301.784 566 476
11500 TSLA 305.926 141 944
11600 TSLA 313.146 744 585
11700 TSLA 310.383 753 835
11800 TSLA 314.448 896 937
11900 TSLA 311.873 830 910
12000 TSLA 315.501 689 141
12100 TSLA 319.958 991 423
12200 TSLA 318.97 64 680
12300 TSLA 327.743 297 527
12400 TSLA 326.191 831 219
12500 TSLA 318.285 393 324
12600 TSLA 316.199 314 871
12700 TSLA 309.747 727 655
12800 TSLA 310.681 537 301
12900 TSLA 308.241 514 620
13000 TSLA 306.521 9 232
13100 TSLA 303.513 289 123
13200 TSLA 305.173 829 277
13300 TSLA 302.271 782 752
13400 TSLA 313.214 928 539
13500 TSLA 311.579 399 266
13600 TSLA 305.366 626 173
13700 TSLA 302.477 289 382
13800 TSLA 304.347 3 492
13900 TSLA 314.701 644 19
14000 TSLA 310.848 538 450
14100 TSLA 311.026 747 946
14200 TSLA 308.95 509 942
14300 TSLA 313.766 294 428
14400 TSLA 322.597 919 68
14500 TSLA 326.806 947 462
14600 TSLA 327.207 817 820
14700 TSLA 328.241 778 419
14800 TSLA 332.529 745 325
14900 TSLA 334.392 805 202
15000 TSLA 334.684 582 544
15100 TSLA 327.745 804 44
15200 TSLA 321.245 840 488
15300 TSLA 318.67 925 994
15400 TSLA 319.253 987 522
15500 TSLA 323.288 705 97
15600 TSLA 317.861 575 271
15700 TSLA 316.526 663 186
15800 TSLA 321.76 608 171
15900 TSLA 322.772 102 573
16000 TSLA 326.136 741 487
16100 TSLA 319.109 576 205
16200 TSLA 319.243 650 587
16300 TSLA 321.652 19 615
16400 TSLA 328.076 942 892
16500 TSLA 327.426 555 886
16600 TSLA 322.536 627 590
16700 TSLA 326.25 202 772
16800 TSLA 327.717 381 163
16900 TSLA 332.799 655 664
