Timestamp Company Price Buyer ID Seller ID
100003000 GOOGL 120.316 617 466
100003500 MSFT 99.955 848 196
100005000 AMZN 179.244 679 303
100012000 GOOGL 118.845 873 868
100015500 MSFT 100.269 882 443
100016000 AAPL 158.787 699 234
100019000 AMZN 178.052 41 523
100022500 TSLA 82.7181 516 455
100025500 AMZN 177.208 395 943
100026000 AMZN 177.282 395 869
100027000 GOOGL 118.279 490 143
100027000 GOOGL 117.71 22 143
100028500 GOOGL 118.197 507 840
100029000 MSFT 100.208 689 974
100031500 AMZN 176.768 431 869
100031500 AMZN 178.052 431 523
100031500 AMZN 178.19 431 25
100032000 AAPL 158.334 197 361
100035500 AAPL 158.623 185 547
100037500 AMZN 178.066 604 818
100043000 AAPL 159.504 536 330
100044000 MSFT 99.7319 552 983
100044500 TSLA 83.6369 865 624
100046000 TSLA 83.6369 865 182
100047500 AMZN 178.066 129 818
100047500 AMZN 178.19 129 25
100047500 AMZN 178.239 129 908
100047500 AMZN 178.421 129 514
100051000 AMZN 178.421 971 514
100052000 AAPL 159.953 552 931
100055000 AAPL 160.59 552 945
100056000 TSLA 83.7298 250 857
100056000 TSLA 83.6369 865 857
100056000 TSLA 83.5838 46 857
100059500 MSFT 98.9252 270 4
100060500 TSLA 83.5838 46 987
100064500 TSLA 83.5838 46 933
100064500 TSLA 83.4955 313 933
100068000 AMZN 176.996 990 849
100068000 AMZN 177.727 990 944
100068500 GOOGL 116.105 808 642
100069500 GOOGL 116.105 808 391
100072000 MSFT 97.5745 809 796
100072000 MSFT 97.097 606 796
100072500 MSFT 96.5699 734 796
100074500 GOOGL 116.501 78 541
100077000 AAPL 160.321 610 565
100081000 MSFT 98.4377 53 79
100088500 MSFT 99.7974 290 316
100089500 MSFT 99.7974 290 536
100091000 MSFT 99.5256 426 536
100097000 AAPL 162.053 226 349
100100000 MSFT 99.7554 807 436
100100000 MSFT 99.3379 2 436
100100000 MSFT 99.2803 974 436
100105500 AMZN 177.336 63 846
100105500 AMZN 177.403 63 671
100105500 AMZN 177.538 63 278
100105500 AMZN 177.609 63 409
100107500 AAPL 161.626 927 579
100111500 MSFT 100.187 877 188
100115000 MSFT 99.9013 365 88
100116000 AMZN 175.917 982 321
100117500 GOOGL 118.481 575 759
100121000 MSFT 100.67 546 71
100121500 MSFT 101.189 546 591
100122500 TSLA 87.1732 564 427
100124500 TSLA 87.1732 564 441
100126000 TSLA 86.359 352 859
100126500 TSLA 86.359 352 754
100128500 AAPL 160.537 635 766
100130000 MSFT 100.896 679 380
100130500 AAPL 160.608 764 596
100130500 AAPL 160.666 764 884
100135500 AMZN 175.61 604 336
100135500 AMZN 175.917 604 321
100135500 AMZN 176.051 604 901
100142000 GOOGL 119.383 730 440
100143000 TSLA 86.359 352 206
100149500 AMZN 176.051 667 901
100149500 AMZN 176.393 667 309
100150000 TSLA 86.359 352 944
100150500 AMZN 176.393 882 309
100150500 AMZN 176.586 882 96
100150500 AMZN 176.591 882 131
100150500 AMZN 176.902 882 480
100153000 TSLA 86.359 352 842
100153000 TSLA 86.2627 277 842
100153000 TSLA 86.0977 172 842
100155000 GOOGL 118.445 792 125
100160000 AAPL 159.897 662 35
100161000 AAPL 159.897 662 213
100163000 GOOGL 118.437 915 459
100163000 GOOGL 118.284 980 459
100164500 GOOGL 118.586 165 980
100165000 TSLA 86.4996 427 924
100168500 TSLA 86.4996 427 989
100168500 TSLA 86.3655 293 989
100176500 TSLA 86.5765 308 316
100178500 AMZN 175.877 351 446
100178500 AMZN 176.25 351 10
100179000 TSLA 86.5309 735 24
100180000 TSLA 86.5309 735 21
100181500 TSLA 86.4907 134 274
100187500 MSFT 100.53 993 673
100191000 GOOGL 119.934 208 13
100193500 AAPL 158.354 865 99
100193500 AAPL 158.973 865 897
100193500 AAPL 159.038 865 899
100195500 TSLA 87.4486 581 563
100200500 AAPL 157.668 925 646
100202000 TSLA 87.2037 1000 725
100203000 TSLA 86.9774 84 421
100205000 GOOGL 119.582 486 806
100208500 AAPL 156.683 879 975
100209000 TSLA 86.9774 84 804
100210000 TSLA 86.9774 84 458
100215000 AAPL 156.438 742 975
100215000 AAPL 156.856 742 645
100219000 AMZN 174.087 957 330
100219000 AMZN 174.282 957 555
100220500 MSFT 100.152 686 909
100225000 AMZN 173.793 151 61
100225500 AMZN 173.793 424 61
100226000 TSLA 87.4345 446 817
100228500 MSFT 99.8406 547 294
100231000 MSFT 99.9066 643 29
100231000 MSFT 99.8406 547 29
100232000 MSFT 99.5656 143 29
100233000 AMZN 174.142 328 926
100235500 GOOGL 120.506 337 224
100236000 MSFT 99.9593 143 388
100237000 MSFT 99.1951 720 388
100238500 AMZN 174.142 895 926
100238500 AMZN 174.282 895 555
100242500 MSFT 98.9013 412 45
