0 AAPL 160.058 47 603
1 AAPL 160.149 812 603
2 AAPL 159.921 900 43
3 AAPL 160.116 224 966
4 AAPL 160.116 911 966
5 AAPL 159.971 1 455
6 AAPL 159.545 300 630
7 AAPL 158.645 356 988
8 AAPL 159.333 971 66
9 AAPL 159.005 413 129
10 AAPL 158.538 259 273
11 AAPL 158.646 514 652
12 AAPL 158.78 514 950
13 AAPL 158.543 7 950
14 AAPL 158.506 903 613
15 AAPL 158.551 278 952
16 AAPL 158.703 278 689
17 AAPL 158.384 538 576
18 AAPL 159.024 33 452
19 AAPL 159.024 393 452
20 AAPL 159.351 966 207
21 AAPL 159.705 701 853
22 AAPL 159.561 752 721
23 AAPL 159.425 752 679
24 AAPL 158.998 407 830
25 AAPL 159.168 159 372
26 AAPL 158.996 334 382
27 AAPL 158.996 334 25
28 AAPL 157.217 780 282
29 AAPL 157.792 780 704
30 AAPL 157.191 596 704
31 AAPL 157.818 681 216
32 AAPL 156.927 895 461
33 AAPL 157.017 895 967
34 AAPL 157.017 895 876
35 AAPL 157.451 696 569
36 AAPL 158.194 981 116
37 AAPL 157.888 373 397
38 AAPL 157.907 784 884
39 AAPL 157.274 221 102
40 AAPL 157.239 525 102
41 AAPL 156.855 562 16
42 AAPL 156.535 216 595
43 AAPL 155.964 66 789
44 AAPL 156.321 60 357
45 AAPL 156.511 313 985
46 AAPL 157.042 873 358
47 AAPL 157.042 873 896
48 AAPL 157.141 390 450
49 AAPL 157.26 390 617
50 AAPL 157.215 77 563
51 AAPL 156.805 48 490
52 AAPL 156.439 339 148
53 AAPL 156.439 339 284
54 AAPL 156.429 73 284
55 AAPL 155.908 664 666
56 AAPL 155.16 557 212
57 AAPL 156.537 955 329
58 AAPL 156.034 808 521
59 AAPL 156.034 762 521
60 AAPL 156.112 762 13
61 AAPL 155.578 63 247
62 AAPL 155.595 63 11
63 AAPL 156.72 233 938
64 AAPL 156.72 953 938
65 AAPL 157.222 666 844
66 AAPL 157.547 852 478
67 AAPL 157.767 674 674
68 AAPL 158.427 945 419
69 AAPL 158.264 496 74
70 AAPL 157.94 649 125
71 AAPL 157.542 407 734
72 AAPL 157.461 131 644
73 AAPL 157.205 939 644
74 AAPL 156.946 507 231
75 AAPL 156.946 507 771
76 AAPL 156.337 220 781
77 AAPL 156.973 123 967
78 AAPL 157.048 123 170
79 AAPL 156.662 466 373
80 AAPL 156.665 625 771
81 AAPL 156.662 625 373
82 AAPL 156.562 435 105
83 AAPL 156.165 348 123
84 AAPL 155.893 210 85
85 AAPL 156.208 595 793
86 AAPL 156.208 546 793
87 AAPL 156.208 409 793
88 AAPL 156.395 409 456
89 AAPL 156.622 454 766
90 AAPL 156.36 989 213
91 AAPL 156.36 529 213
92 AAPL 156.453 529 766
93 AAPL 155.66 132 965
94 AAPL 155.634 866 94
95 AAPL 155.463 835 479
96 AAPL 155.71 835 281
97 AAPL 156.023 990 500
98 AAPL 155.972 322 500
99 AAPL 156.022 322 646
100 AAPL 156.37 823 54
101 AAPL 156.339 435 54
102 AAPL 156.339 8 54
103 AAPL 155.73 858 169
104 AAPL 155.73 773 169
105 AAPL 155.435 541 417
106 AAPL 155.217 143 602
107 AAPL 155.538 367 633
108 AAPL 155.422 665 593
109 AAPL 155.132 422 240
110 AAPL 154.97 318 82
111 AAPL 154.958 194 886
112 AAPL 155.714 366 880
113 AAPL 155.775 366 484
114 AAPL 154.964 875 878
115 AAPL 155.275 193 757
116 AAPL 155.183 425 667
117 AAPL 155.219 425 997
118 AAPL 155.331 425 122
119 AAPL 155.155 427 58
120 AAPL 155.278 427 740
121 AAPL 155.463 369 635
122 AAPL 155.463 624 635
123 AAPL 155.797 261 625
124 AAPL 155.862 29 251
125 AAPL 155.097 932 218
126 AAPL 155.034 667 218
127 AAPL 154.98 399 218
128 AAPL 154.916 94 902
129 AAPL 154.994 94 208
130 AAPL 155.184 122 648
131 AAPL 155.177 828 585
132 AAPL 155.185 598 6
133 AAPL 155.216 982 326
134 AAPL 155.185 598 326
135 AAPL 155.105 391 629
136 AAPL 155.105 264 629
137 AAPL 155.135 264 163
138 AAPL 155.135 960 163
139 AAPL 155.305 960 394
140 AAPL 154.986 307 206
141 AAPL 155.11 307 691
142 AAPL 155.11 896 691
143 AAPL 155.11 528 691
144 AAPL 155.289 528 283
145 AAPL 154.984 417 247
146 AAPL 154.677 482 24
147 AAPL 154.696 482 983
148 AAPL 154.354 854 526
149 AAPL 154.354 564 526
150 AAPL 154.202 354 624
151 AAPL 153.768 299 824
152 AAPL 153.771 760 571
153 AAPL 153.508 745 398
154 AAPL 152.61 983 879
155 AAPL 152.61 725 879
156 AAPL 152.678 725 795
157 AAPL 151.966 221 285
158 AAPL 152.286 221 631
159 AAPL 151.863 480 631
160 AAPL 151.981 371 172
161 AAPL 152.559 473 899
162 AAPL 152.694 872 467
163 AAPL 152.864 872 311
164 AAPL 152.882 332 500
165 AAPL 152.757 907 500
166 AAPL 153.188 800 608
167 AAPL 153.188 407 608
168 AAPL 153.228 407 816
169 AAPL 153.255 407 404
170 AAPL 153.255 557 404
171 AAPL 153.274 557 176
172 AAPL 153.187 183 480
173 AAPL 153.274 183 176
174 AAPL 153.274 179 176
175 AAPL 153.45 713 524
176 AAPL 153.41 713 339
177 AAPL 153.353 713 406
178 AAPL 153.396 713 993
179 AAPL 152.236 940 928
180 AAPL 152.67 185 142
181 AAPL 152.832 362 856
182 AAPL 152.858 362 825
183 AAPL 152.871 362 701
184 AAPL 153.106 362 492
185 AAPL 153.08 338 24
186 AAPL 153.106 526 492
187 AAPL 153.106 484 492
188 AAPL 153.106 707 492
189 AAPL 152.015 105 342
190 AAPL 152.015 19 342
